timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-27T17:30:15,codecarbon,757f0646-ba56-440f-97a2-63d4ae10d7ef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4729.617524000001,0.011728482192726623,2.4797950644447544e-06,42.5,10.311092704890276,38.0,0.05581557115950826,0.013535533883973994,0.049903808048056074,0.11925491309153845,0.0,Brazil,BRA,minas gerais,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.2,32,Intel(R) Core(TM) i9-14900,1,1 x NVIDIA RTX 4000 Ada Generation,-45.0436,-21.267,127.69407272338867,machine,52.95724034975475,18.53358925143954,19.79364470036255,25.27494861800474,N,1.0,0.0
